C_target,C_matched,N,L,D_row,D_c6n,run
2.2739657523579322e+19,2.2779512065e+19,106168320,2.222646713256836,35546726400,35760058595.31984,run-mlm_106M_1024l_3e19flops_all0.24ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.4094035602395267e+19,2.4083935159e+19,170233344,2.224108457565308,23435673600,23579335862.465736,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.5529080682395165e+19,2.5527509034e+19,47775744,2.2149107456207275,88709529600,89053240887.2586,run-mlm_47M_1024l_3e19flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.7049597304631312e+19,2.7094508592e+19,127699968,2.2122104167938232,35232153600,35362197052.3908,run-mlm_130M_1024l_3e19flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
2.866067616948256e+19,2.8700178196e+19,106168320,2.2071895599365234,44826624000,45054523163.46973,run-mlm_106M_1024l_3e19flops_all0.24ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.0367711180354605e+19,3.0002405376e+19,154448288,2.2154061794281006,32243712000,32375890731.789787,run-mlm_154M_1024l_3e19flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.2176417502507356e+19,3.2111913546e+19,170233344,2.208149671554565,31299993600,31439114483.94035,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.4092850697468076e+19,3.4038628359e+19,170233344,2.2051925659179688,33187430400,33325461353.211742,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.6123426997094375e+19,3.6125902739e+19,170233344,2.199751853942871,35232153600,35369003794.18813,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
3.827494478516315e+19,3.821317712e+19,170233344,2.189227104187012,37276876800,37412546236.14357,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.055460735840828e+19,4.0621570636e+19,170233344,2.1830670833587646,39636172800,39770479822.48805,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.297004704320835e+19,4.3029964152e+19,170233344,2.1911303997039795,41995468800,42128413408.83253,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.552935074866957e+19,4.5598917236e+19,170233344,2.1758909225463867,44512051200,44643542567.861046,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
4.8241087041653735e+19,4.8167870319e+19,170233344,2.1689157485961914,47028633600,47158671725.91053,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
5.111433483440166e+19,5.1040280986e+19,170233344,2.1687171459198,49859788800,49970900516.80279,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
5.415871378079465e+19,5.4108574326e+19,170233344,2.17676305770874,52848230400,52974907906.408745,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
5.738441648302404e+19,5.7400563678e+19,84934656,2.175053358078003,112302489600,112636714664.50632,run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
6.080224261649427e+19,6.085207617e+19,170233344,2.171358346939087,59454259200,59577121947.390045,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
6.44236350872137e+19,6.4448750747e+19,231211008,2.1577157974243164,46242201600,46457383455.69313,run-mlm_230M_1024l_1e20flops_all0.36ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
6.826071834272379e+19,6.8238432345e+19,84934656,2.156688690185547,133536153600,133903786665.12761,run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
7.232633896483548e+19,7.2332738286e+19,84934656,2.141151428222656,141557760000,141938013865.62393,run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
7.663410868007463e+19,7.6740686183e+19,302426080,2.147664785385132,42152755200,42291704352.459724,run-mlm_300M_1024l_1e20flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
8.11984499318401e+19,8.1243141273e+19,170233344,2.140336275100708,79429632000,79540959645.95514,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
8.60346441668449e+19,8.6059928305e+19,170233344,2.1355676651000977,84148224000,84256826818.6441,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
9.115888299750837e+19,9.1102132412e+19,231211008,2.1336560249328613,65431142400,65670267461.198616,run-mlm_230M_1024l_1e20flops_all0.36ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
9.658832241158708e+19,9.6656859775e+19,170233344,2.1313705444335938,94529126400,94631734598.16818,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
1.0234114021054528e+20,1.02390163014e+20,154448288,2.1507225036621094,87451238400,110490231973.30617,run-mlm_154M_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv
